等级,位置,类型,出处声明,引文,命中文献,命中章节,原文,匹配度,问题,建议,上下文
A,body[450],body,论语,善与人交，久而敬之,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,善与人交，久而敬之,100.0,,,的人就像《黄帝内经》中所说的“虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来”。经常算计别人的人，肯定也害怕别人算计自己，睡觉都睡不好。《大学》中说，“此谓诚于中，形于外”，《论语》也说“〖善与人交，久而敬之〗”，这说的善良不是傻，而是向太阳一样发光，温暖了别人，同时也照亮了自己的路。 ⏎ 注释：【作者解读】作者借爸爸之口引用《论语》，说明善良之人善于交往且受人尊敬。
A,body[450],body,道德经,天道无亲，常与善人,道德经（王弼注）,第七十九章,天道无亲，常与善人,100.0,,,把我惹的哭兮兮的。后来，我有什么好吃的，都想到我哥哥，我哥哥有什么好玩儿的，就也会想到我。有时我哥哥做错事了，被妈妈骂的屁股冒烟烟，我也帮哥哥说好话，我哥哥就再也没欺负过我了。爸爸，《道德经》说了，“〖天道无亲，常与善人〗”，老天爷虽然不偏心，他也会暗中奖励善良的人。比如行善的人，人际关系肯定很好，遇到困难了总会有人拉他一把。《易经》也说了，“积善之家必有余庆，积不善之家必有余殃”。只要人善良，自己的身体都会很好。这样【作者解读】作者借爸爸之口引用《道德经》第七十九章，解释天道不偏私但自然帮助善人。
A,body[450],body,大学,此谓诚于中，形于外,大学中庸,第七章,此谓诚于中，形于外,100.0,,,只要人善良，自己的身体都会很好。这样的人就像《黄帝内经》中所说的“虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来”。经常算计别人的人，肯定也害怕别人算计自己，睡觉都睡不好。《大学》中说，“〖此谓诚于中，形于外〗”，《论语》也说“善与人交，久而敬之”，这说的善良不是傻，而是向太阳一样发光，温暖了别人，同时也照亮了自己的路。 ⏎ 注释：【作者解读】作者借爸爸之口引用《大学》，说明内心真诚会表现在外。
A,body[450],body,易经,积善之家必有余庆，积不善之家必有余殃,周易（南怀瑾译注）,第十一章,积善之家，必有余庆。积不善之家，必有余殃,100.0,,,说好话，我哥哥就再也没欺负过我了。爸爸，《道德经》说了，“天道无亲，常与善人”，老天爷虽然不偏心，他也会暗中奖励善良的人。比如行善的人，人际关系肯定很好，遇到困难了总会有人拉他一把。《易经》也说了，“〖积善之家必有余庆，积不善之家必有余殃〗”。只要人善良，自己的身体都会很好。这样的人就像《黄帝内经》中所说的“虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来”。经常算计别人的人，肯定也害怕别人算计自己，睡觉都睡不好。《大学》中说【作者解读】作者借爸爸之口引用《易经》，说明积善与积不善的不同后果。
A,body[450],body,黄帝内经,虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来,黄帝内经,,虚邪贼风(2)，避之有时，恬惔虚无(3)，真气从之，精神内守，病安从来,100.0,,,中奖励善良的人。比如行善的人，人际关系肯定很好，遇到困难了总会有人拉他一把。《易经》也说了，“积善之家必有余庆，积不善之家必有余殃”。只要人善良，自己的身体都会很好。这样的人就像《黄帝内经》中所说的“〖虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来〗”。经常算计别人的人，肯定也害怕别人算计自己，睡觉都睡不好。《大学》中说，“此谓诚于中，形于外”，《论语》也说“善与人交，久而敬之”，这说的善良不是傻，而是向太阳一样发光，温暖了别人，同时也照亮了自己【作者解读】作者借爸爸之口引用《黄帝内经》，说明善良之人身体康健的道理。
A,note[454],note,周易・坤卦・文言传,积善之家必有余庆，积不善之家必有余殃,周易（南怀瑾译注）,第十一章,积善之家，必有余庆。积不善之家，必有余殃,100.0,,,‌ ⏎ 2、“〖积善之家必有余庆，积不善之家必有余殃〗”，出自《周易・坤卦・文言传》。积善：“积” 指积累、持续践行，并非一时之举，强调长期坚持；“善” 指儒家倡导的善行、美德，涵盖仁、义、礼、智、信等伦理准则，核心是待人宽厚、行善积德、坚守道义，是家庭【作者解读】出自《周易・坤卦・文言传》。
A,note[456],note,黄帝内经・素问・上古天真论篇第一,虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来,黄帝内经,,虚邪贼风(2)，避之有时，恬惔虚无(3)，真气从之，精神内守，病安从来,100.0,,,-- ⏎ 3、““〖虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来〗”，出自《黄帝内经・素问・上古天真论篇第一》。原文为：“夫上古圣人之教下也，皆谓之：虚邪贼风，避之有时；恬惔虚无，真气从之；精神内守，病安从来。”恬惔：亦作 “恬淡”，“惔” 通 “淡”。恬惔（恬淡）【作者解读】出自《黄帝内经・素问・上古天真论篇第一》。
A,note[457],note,礼记・大学,此谓诚于中，形于外,大学中庸,第七章,此谓诚于中，形于外,100.0,,,和。整句意思是说：古圣人教导百姓：对虚邪贼风等致病外邪，要及时避开；内心保持清静淡泊、没有杂念，真气就会顺畅调和；精神守持于内而不耗散，疾病又从何而来呢？ ⏎ 4、“〖此谓诚于中，形于外〗”，出自《礼记・大学》诚意章。诚于中：内心真实、真诚、有实德（诚：真实无妄）。形于外：必然表现在容貌、言语、行为上（形：显露、表现）。意思是：内心有怎样的真诚与品德，外表就一定会显露出来。【作者解读】出自《礼记・大学》诚意章。
A,note[459],note,论语・公冶长,善与人交，久而敬之,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,善与人交，久而敬之,100.0,,,-- ⏎ 5、“〖善与人交，久而敬之〗”出自《论语・公冶长》5.17。原文为：子曰：晏平仲善与人交，久而敬之。晏平仲：名婴，齐国贤相，以节俭、正直、善交闻名。善与人交：善于与人交往、交友有道。久而敬之：相交越久，别人越敬重他（主流）。整句【作者解读】出自《论语・公冶长》5.17。
A,body[463],body,论语,古之学者为己，今之学者为人,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,古之学者为己⑴，今之学者为人,100.0,,,这个才是天诛地灭。《大学》都说了“自天子以至于庶人，壹是皆以修身为本。”，也说的类似的意思。所以“为己”，不是为了自己，而是尊重我们的本性，而非放纵欲望，人若迷失本性就会破坏天地和谐。《论语》也说了“〖古之学者为己，今之学者为人〗”。孔子说的“为己”，也是提升和修养自身的精神境界，是为修养自身而学，“为人”则是为了别人而学。要是我们每个人不修炼自己的内心，我们内心就容易被各种欲望牵着走，这个样子我们身体就活的很累，如果一直这样【作者解读】出自《论语》。
A,body[463],body,礼记・大学,自天子以至于庶人，壹是皆以修身为本,大学中庸,第一章,自天子 [34] 以至于庶人 [35] ，壹是 [36] 皆以修身为本,100.0,,,爸，这个话很多人理解为教人自私自利，其实不是的。“人不为己”，不是教别人自私，“为”是成为的“为”，真正的意思是，如果我们人不修炼真正的自己，肯定要被天地法则所淘汰，这个才是天诛地灭。《大学》都说了“〖自天子以至于庶人，壹是皆以修身为本〗。”，也说的类似的意思。所以“为己”，不是为了自己，而是尊重我们的本性，而非放纵欲望，人若迷失本性就会破坏天地和谐。《论语》也说了“古之学者为己，今之学者为人”。孔子说的“为己”，也是提升和修养自身的【作者解读】出自《礼记・大学》。
A,note[469],note,论语·宪问篇,古之学者为己，今之学者为人,论语（杨伯峻译注）,十二、本书引用诸家，除仲父及师友称字并称“先生”外，余皆称名。,古之学者为己⑴，今之学者为人,100.0,,,-- ⏎ 3、〖古之学者为己，今之学者为人〗”，出自《论语·宪问篇》（第十四篇第二十五章）。古之学者：“古”指孔子所处时代之前的上古、夏商周时期，中华书局校释强调，此处特指坚守圣贤之道、注重修身的古人；“学者”并非现代意义上的“读书人”，而是指【作者解读】作者对“古之学者为己，今之学者为人”进行了详细的逐词释义，包括“古”“今”“学者”“为己”“为人”的训诂和义理分析，并引用中华书局校释作为佐证。
A,body[484],body,道德经,少则得，多则惑,道德经（王弼注）,第二十二章,少则得，多则惑,100.0,,,很少，他们都知道“万物皆可为我所用，皆不为我所有”的道理。所以，东西都只是工具，都是为我服务的，我才是主人。只有这样子，我们的精力才不会被万物困住，自己的精力才会专注做自己想做的事情。《道德经》里面“〖少则得，多则惑〗”也是这个道理。《黄帝内经》提醒人们，要“志闲而少欲，心安而不惧”，“美其食，任其服，乐其俗，不惧于物，故合于道。”这就启发我们，吃什么东西都是美食，穿什么衣服都开心，什么风俗都能接受，不要被这些东西【作者解读】出自《道德经》
